job_name,job_desc,item_name,description,qty,unitPrice,unitCost,costType,costCode,isTaxable
Job 2004,Deck and more,"Provide one aluminum spiral stair with a 5'-0"" diameter and 10'-8"" height, equipped with diamond treads and an aluminum rail with ¾"" vertical pickets and a 1-1/2"" round top rail",,1,17550,10530,Labor,Uncategorized,False
Job 2004,Deck and more,Bar columns footing rebar #5 12'' block pour 3000 psi concrete on block,,4,4793.5,2876.1,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck footing rebar #5 and 3000 psi concrete pour material and labor 160 lf,,1,22330,13398,Labor,Uncategorized,False
Job 2004,Deck and more,"Bar and elevated deck stem wall rebar, block, pour concrete, 3000 psi material and labor",,1,23168.350000000002,13901.01,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck 4'' concrete 3000 psi with mesh material and labor brum finish,,600,24.3,14.58,Labor,Uncategorized,False
Job 2004,Deck and more,Elevated deck fill soil 40 yards material and labor cost,,1,8100,4860,Labor,Uncategorized,False
Job 2004,Deck and more,Elevated deck concrete steps form rebar and pour concrete 122 lf,,1,12055.5,7233.3,Labor,Uncategorized,False
Job 2004,Deck and more,"All areas stucco smooth finish match existing 1,450 sf",,1,32562.5,19537.5,Labor,Uncategorized,False
Job 2004,Deck and more,Pour concrete pump cost,,3,2430,1458,Labor,Uncategorized,False
Job 2004,Deck and more,Additional dump and garbage removal cost,,2,2025,1215,Labor,Uncategorized,False
Job 2004,Deck and more,Embedment ito existing concrete with epoxy rebar #5 12'' oc,,40,87.75,52.65,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor shell stone match existing 12''x24''x1''1/8'',,850,12.350000000000001,7.41,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor stone mud set installation,,850,20.25,12.15,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated steps tread and risers with bullnose shell stone match existing,,130,59.400000000000006,35.64,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck steps tread and risers stone installation,,130,87.75000000000001,52.65,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor schluder rw bara drip edge material and labor,,50,32.40000000000001,19.44,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor ditra drain material and installation,,827,6.75,4.05,Labor,Uncategorized,False
Job 2004,Deck and more,Elevated deck waterproof vulkem 350 with silicone sand material and labor,,400,21.599999999999998,12.96,Labor,Uncategorized,False
Job 2004,Deck and more,"Granite Black Absolute 6"" Splash Fabrication Finished Edge - Eased 1 - 20"" Undermount Sink Cutout",,1,9871.466666666667,5922.88,Labor,Uncategorized,False
Job 2004,Deck and more,Painting new walls and stucco,,1,9796.666666666668,5878,Labor,Uncategorized,False
Job 2004,Deck and more,"Supply and install 21 linear feet of 36-inch-high glass railing using ½” tempered glass panels As shown on drawings A1.1, A2.1, and A2.5",,1,11756.800000000001,7054.08,Labor,Uncategorized,False
Job 2004,Deck and more,"Viking 28"" access doors - model AD52820SS",,2,922.948045354544,545.37,Materials,Uncategorized,False
Job 2004,Deck and more,"Viking 28"" access doors - model AD52820SS - Installation",,1,600,360,Labor,Uncategorized,False
Job 2004,Deck and more,"Blanco 34"" Under Mounted Granite Composite Sink Model 441768 Image",,1,674.1333333333334,404.48,Labor,Uncategorized,False
Job 2004,Deck and more,Stainless Steel Single Hole Goose Neck Faucet Installation,,1,280,168,Labor,Uncategorized,False
Job 2004,Deck and more,"RAB Slims 9"" wall packs with selectable wattage sconces",,2,217.16666666666669,130.3,Labor,Uncategorized,False
Job 2004,Deck and more,"Small Aurora LED Flush Mount By Huxe for adjcent Ceiling Under House, Replacing Old Pendant Lights",,2,244.00000000000003,146.4,Labor,Uncategorized,False
Job 2004,Deck and more,Large Aurora LED Flush Mount By Huxe for Bar Ceiling,,2,397.2,238.32,Labor,Uncategorized,False
Job 2004,Deck and more,2 rows of 8 Inch glass block - Material,,120,11.947876121171095,7.06,Materials,Uncategorized,False
Job 2004,Deck and more,2 rows of 8 Inch glass block - Installation,,1,1890,1134,Labor,Uncategorized,False
Job 2004,Deck and more,Bar Roof,,1,4890,2934,Labor,Uncategorized,False
Job 2004,Deck and more,Permits and Fees,,1,4000,2400,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck stone sealer material and labor,,827,2.7,1.62,Labor,Uncategorized,False
Job 2004,Deck and more,Supply and install 68 linear feet of 36-inch-high aluminum railings,"Supply and install 68 linear feet of 36-inch-high aluminum railings featuring 2""x1"" top and bottom rails, ¾""
vertical pickets spaced less than 4"" apart, and 2""x2"" posts in accordance with drawings A1.",1,18767.000000000004,11260.2,Labor,Uncategorized,False
Job 2004,Deck and more,"Provide one aluminum spiral stair with a 5'-0"" diameter and 10'-8"" height, equipped with diamond treads and an aluminum rail with ¾"" vertical pickets and a 1-1/2"" round top rail",,1,17550,10530,Labor,Uncategorized,False
Job 2004,Deck and more,Bar columns footing rebar #5 12'' block pour 3000 psi concrete on block,,4,4793.5,2876.1,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck footing rebar #5 and 3000 psi concrete pour material and labor 160 lf,,1,22330,13398,Labor,Uncategorized,False
Job 2004,Deck and more,"Bar and elevated deck stem wall rebar, block, pour concrete, 3000 psi material and labor",,1,23168.350000000002,13901.01,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck 4'' concrete 3000 psi with mesh material and labor brum finish,,600,24.3,14.58,Labor,Uncategorized,False
Job 2004,Deck and more,Elevated deck fill soil 40 yards material and labor cost,,1,8100,4860,Labor,Uncategorized,False
Job 2004,Deck and more,Elevated deck concrete steps form rebar and pour concrete 122 lf,,1,12055.5,7233.3,Labor,Uncategorized,False
Job 2004,Deck and more,"All areas stucco smooth finish match existing 1,450 sf",,1,32562.5,19537.5,Labor,Uncategorized,False
Job 2004,Deck and more,Pour concrete pump cost,,3,2430,1458,Labor,Uncategorized,False
Job 2004,Deck and more,Additional dump and garbage removal cost,,2,2025,1215,Labor,Uncategorized,False
Job 2004,Deck and more,Embedment ito existing concrete with epoxy rebar #5 12'' oc,,40,87.75,52.65,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor shell stone match existing 12''x24''x1''1/8'',,850,12.350000000000001,7.41,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor stone mud set installation,,850,20.25,12.15,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated steps tread and risers with bullnose shell stone match existing,,130,59.400000000000006,35.64,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck steps tread and risers stone installation,,130,87.75000000000001,52.65,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor schluder rw bara drip edge material and labor,,50,32.40000000000001,19.44,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor ditra drain material and installation,,827,6.75,4.05,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck stone sealer material and labor,,827,2.7,1.62,Labor,Uncategorized,False
Job 2004,Deck and more,Elevated deck waterproof vulkem 350 with silicone sand material and labor,,400,21.599999999999998,12.96,Labor,Uncategorized,False
Job 2004,Deck and more,Painting new walls and stucco,,1,9796.666666666668,5878,Labor,Uncategorized,False
Job 2004,Deck and more,"Granite Black Absolute 6"" Splash Fabrication Finished Edge - Eased 1 - 20"" Undermount Sink Cutout",,1,9871.466666666667,5922.88,Labor,Uncategorized,False
Job 2004,Deck and more,"Supply and install 21 linear feet of 36-inch-high glass railing using ½” tempered glass panels As shown on drawings A1.1, A2.1, and A2.5",,1,11756.800000000001,7054.08,Labor,Uncategorized,False
Job 2004,Deck and more,"Viking 28"" access doors - model AD52820SS",,2,922.948045354544,545.37,Materials,Uncategorized,False
Job 2004,Deck and more,"Viking 28"" access doors - model AD52820SS - Installation",,1,600,360,Labor,Uncategorized,False
Job 2004,Deck and more,"Blanco 34"" Under Mounted Granite Composite Sink Model 441768 Image",,1,674.1333333333334,404.48,Labor,Uncategorized,False
Job 2004,Deck and more,Stainless Steel Single Hole Goose Neck Faucet Installation,,1,280,168,Labor,Uncategorized,False
Job 2004,Deck and more,"RAB Slims 9"" wall packs with selectable wattage sconces",,2,217.16666666666669,130.3,Labor,Uncategorized,False
Job 2004,Deck and more,"Small Aurora LED Flush Mount By Huxe for adjcent Ceiling Under House, Replacing Old Pendant Lights",,2,244.00000000000003,146.4,Labor,Uncategorized,False
Job 2004,Deck and more,Large Aurora LED Flush Mount By Huxe for Bar Ceiling,,2,397.2,238.32,Labor,Uncategorized,False
Job 2004,Deck and more,2 rows of 8 Inch glass block - Installation,,1,1890,1134,Labor,Uncategorized,False
Job 2004,Deck and more,2 rows of 8 Inch glass block - Material,,120,11.947876121171095,7.06,Materials,Uncategorized,False
Job 2004,Deck and more,Bar Roof,,1,4890,2934,Labor,Uncategorized,False
Job 2004,Deck and more,Permits and Fees,,1,4000,2400,Labor,Uncategorized,False
Job 2004,Deck and more,Supply and install 68 linear feet of 36-inch-high aluminum railings,"Supply and install 68 linear feet of 36-inch-high aluminum railings featuring 2""x1"" top and bottom rails, ¾""
vertical pickets spaced less than 4"" apart, and 2""x2"" posts in accordance with drawings A1.",,1896.89,1138.13,Labor,Uncategorized,False
Job 2004,Deck and more,"Provide one aluminum spiral stair with a 5'-0"" diameter and 10'-8"" height, equipped with diamond treads and an aluminum rail with ¾"" vertical pickets and a 1-1/2"" round top rail",,,1773.88,1064.33,Labor,Uncategorized,False
Job 2004,Deck and more,Bar columns footing rebar #5 12'' block pour 3000 psi concrete on block,,,1938.02,1162.81,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck footing rebar #5 and 3000 psi concrete pour material and labor 160 lf,,,2257.02,1354.21,Labor,Uncategorized,False
Job 2004,Deck and more,"Bar and elevated deck stem wall rebar, block, pour concrete, 3000 psi material and labor",,,2341.76,1405.06,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck 4'' concrete 3000 psi with mesh material and labor brum finish,,,1473.68,884.21,Labor,Uncategorized,False
Job 2004,Deck and more,Elevated deck fill soil 40 yards material and labor cost,,,818.71,491.23,Labor,Uncategorized,False
Job 2004,Deck and more,Elevated deck concrete steps form rebar and pour concrete 122 lf,,,1218.52,731.11,Labor,Uncategorized,False
Job 2004,Deck and more,"All areas stucco smooth finish match existing 1,450 sf",,,3291.27,1974.77,Labor,Uncategorized,False
Job 2004,Deck and more,Pour concrete pump cost,,,736.84,442.1,Labor,Uncategorized,False
Job 2004,Deck and more,Additional dump and garbage removal cost,,,409.36,245.61,Labor,Uncategorized,False
Job 2004,Deck and more,Embedment ito existing concrete with epoxy rebar #5 12'' oc,,,354.78,212.87,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor shell stone match existing 12''x24''x1''1/8'',,,1061.04,636.63,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor stone mud set installation,,,1739.76,1043.86,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated steps tread and risers with bullnose shell stone match existing,,,780.51,468.3,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck steps tread and risers stone installation,,,1153.02,691.81,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor schluder rw bara drip edge material and labor,,,163.74,98.25,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck floor ditra drain material and installation,,,564.23,338.54,Labor,Uncategorized,False
Job 2004,Deck and more,Bar and elevated deck stone sealer material and labor,,,225.69,135.41,Labor,Uncategorized,False
Job 2004,Deck and more,Elevated deck waterproof vulkem 350 with silicone sand material and labor,,,873.29,523.98,Labor,Uncategorized,False
Job 2004,Deck and more,Painting new walls and stucco,,,990.2,594.12,Labor,Uncategorized,False
Job 2004,Deck and more,"Granite Black Absolute 6"" Splash Fabrication Finished Edge - Eased 1 - 20"" Undermount Sink Cutout",,,997.77,598.66,Labor,Uncategorized,False
Job 2004,Deck and more,"Supply and install 21 linear feet of 36-inch-high glass railing using ½” tempered glass panels As shown on drawings A1.1, A2.1, and A2.5",,,1188.33,713,Labor,Uncategorized,False
Job 2004,Deck and more,"Viking 28"" access doors - model AD52820SS",,,186.58,110.24,Materials,Uncategorized,False
Job 2004,Deck and more,"Viking 28"" access doors - model AD52820SS - Installation",,,60.64,36.39,Labor,Uncategorized,False
Job 2004,Deck and more,"Blanco 34"" Under Mounted Granite Composite Sink Model 441768 Image",,,68.14,40.88,Labor,Uncategorized,False
Job 2004,Deck and more,Stainless Steel Single Hole Goose Neck Faucet Installation,,,28.3,16.98,Labor,Uncategorized,False
Job 2004,Deck and more,"RAB Slims 9"" wall packs with selectable wattage sconces",,,43.9,26.34,Labor,Uncategorized,False
Job 2004,Deck and more,"Small Aurora LED Flush Mount By Huxe for adjcent Ceiling Under House, Replacing Old Pendant Lights",,,49.32,29.59,Labor,Uncategorized,False
Job 2004,Deck and more,Large Aurora LED Flush Mount By Huxe for Bar Ceiling,,,80.29,48.18,Labor,Uncategorized,False
Job 2004,Deck and more,2 rows of 8 Inch glass block - Installation,,,191.04,114.62,Labor,Uncategorized,False
Job 2004,Deck and more,2 rows of 8 Inch glass block - Material,,,144.92,85.63,Materials,Uncategorized,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Flooring Transition Repair,- Remove and Re install with glue down or nails/screw.,2,36.66666666666667,22,Labor,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",9 oz. Heavy Duty Construction Adhesive,,1,16.212557116263326,9.58,Materials,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",0.175 in. x 300 ft. Bulk Brown Screen Spline,,,27.04349297681503,15.98,Materials,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",96 in. x 25 ft. Charcoal Fiberglass Pool and Patio Screen Roll,,,103.19851074631917,60.98,Materials,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Screen Repair/Installation Labor,,1,666.6666666666667,400,Labor,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Polyblend Plus #642 Ash 10 lb. Unsanded Grout,,,33.135894398375356,19.58,Materials,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Tile Installation Labor,,1,233.33333333333337,140,Labor,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",White Cordless Light Filtering 3.5 in. Vertical Blind Kit for Sliding Door or Window - 78 in. W x 84 in. L,,,101.5400236926722,60,Materials,Miscellaneous,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Fan Replacement Labor,,1,200,150,Labor,Uncategorized,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",52 in. Corwin Indoor/Outdoor Matte Black LED Ceiling Fan with Light Kit,,,235.23438822135725,139,Materials,Miscellaneous,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Inspection and evaluation labor,,,,,Labor,Uncategorized,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Final inspection,,,,,Labor,Uncategorized,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",9 oz. Heavy Duty Construction Adhesive,,1,16.212557116263326,9.58,Materials,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Flooring Transition Repair,- Remove and Re install with glue down or nails/screw.,2,36.66666666666667,22,Labor,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",0.175 in. x 300 ft. Bulk Brown Screen Spline,,,27.04349297681503,15.98,Materials,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",96 in. x 25 ft. Charcoal Fiberglass Pool and Patio Screen Roll,,,103.19851074631917,60.98,Materials,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Screen Repair/Installation Labor,,1,666.6666666666667,400,Labor,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Polyblend Plus #642 Ash 10 lb. Unsanded Grout,,,33.135894398375356,19.58,Materials,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Tile Installation Labor,,1,233.33333333333337,140,Labor,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",White Cordless Light Filtering 3.5 in. Vertical Blind Kit for Sliding Door or Window - 78 in. W x 84 in. L,,,101.5400236926722,60,Materials,Miscellaneous,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Fan Replacement Labor,,1,200,150,Labor,Uncategorized,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",52 in. Corwin Indoor/Outdoor Matte Black LED Ceiling Fan with Light Kit,,,235.23438822135725,139,Materials,Miscellaneous,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",9 oz. Heavy Duty Construction Adhesive,,,8.11,4.79,Materials,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Flooring Transition Repair,- Remove and Re install with glue down or nails/screw.,,36.66,22,Labor,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",0.175 in. x 300 ft. Bulk Brown Screen Spline,,,13.52,7.99,Materials,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",96 in. x 25 ft. Charcoal Fiberglass Pool and Patio Screen Roll,,,51.6,30.49,Materials,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Screen Repair/Installation Labor,,,333.34,200,Labor,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Polyblend Plus #642 Ash 10 lb. Unsanded Grout,,,16.57,9.79,Materials,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Tile Installation Labor,,,116.67,70,Labor,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",White Cordless Light Filtering 3.5 in. Vertical Blind Kit for Sliding Door or Window - 78 in. W x 84 in. L,,,50.77,30,Materials,Miscellaneous,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Fan Replacement Labor,,,100,75,Labor,Uncategorized,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",52 in. Corwin Indoor/Outdoor Matte Black LED Ceiling Fan with Light Kit,,,117.61,69.51,Materials,Miscellaneous,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",9 oz. Heavy Duty Construction Adhesive,,,8.1,4.79,Materials,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Flooring Transition Repair,- Remove and Re install with glue down or nails/screw.,,36.67,22,Labor,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",0.175 in. x 300 ft. Bulk Brown Screen Spline,,,13.52,7.99,Materials,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",96 in. x 25 ft. Charcoal Fiberglass Pool and Patio Screen Roll,,,51.6,30.49,Materials,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Screen Repair/Installation Labor,,,333.33,200,Labor,Patio Screen,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Polyblend Plus #642 Ash 10 lb. Unsanded Grout,,,16.57,9.79,Materials,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Tile Installation Labor,,,116.66,70,Labor,Flooring,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",White Cordless Light Filtering 3.5 in. Vertical Blind Kit for Sliding Door or Window - 78 in. W x 84 in. L,,,50.77,30,Materials,Miscellaneous,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",Fan Replacement Labor,,,100,75,Labor,Uncategorized,False
Job 2005,"Tenant Darlene (309)333-0467
Fernando (813)316-0467",52 in. Corwin Indoor/Outdoor Matte Black LED Ceiling Fan with Light Kit,,,117.62,69.49,Materials,Miscellaneous,False
Job 2006,,Teste Labor,,1,1,1,Labor,Uncategorized,False
Job 2006,,Teste Labor,,1,1,1,Labor,Uncategorized,False
Job 2006,,Teste Labor,,,1,1,Labor,Uncategorized,False
Job 2006,,Teste 2,,1,1,1,Labor,Uncategorized,False
Job 2006,,Teste 2,,1,1,1,Labor,Uncategorized,False
Job 2006,,Teste 2,,,1,1,Labor,Uncategorized,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Metal Framing & Drywall (walls/ceilings),"Framing & GWB walls
Includes studs, tracks, hanging, and finishing (Level 4).
Fire-rated assemblies & moisture-resistant board in bathrooms included.",1,43900,26340,Labor,Framing,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Painting,"Painting (ceilings, walls, trim, doors, baseboards)",1,27000,16200,Labor,Painting,False
Job 2007,SRQ Equine Veterinary Services Vet Center,"Trim, Doors, Baseboards Installation",,1,12500,7500,Labor,Trimwork,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Windows Installation,Labor only,8,900,540,Labor,Doors & Windows,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Sliding Door Installation,"3 panel
Labor only",1,2800,1680,Labor,Doors & Windows,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Inspection and evaluation labor,,,,,Equipment,Uncategorized,True
Job 2007,SRQ Equine Veterinary Services Vet Center,Final inspection,,,,,Equipment,Uncategorized,True
Job 2007,SRQ Equine Veterinary Services Vet Center,Metal Framing & Drywall (walls/ceilings),"Framing & GWB walls
Includes studs, tracks, hanging, and finishing (Level 4).
Fire-rated assemblies & moisture-resistant board in bathrooms included.",1,43900,26340,Labor,Framing,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Painting,"Painting (ceilings, walls, trim, doors, baseboards)",1,27000,16200,Labor,Painting,False
Job 2007,SRQ Equine Veterinary Services Vet Center,"Trim, Doors, Baseboards Installation",,1,12500,7500,Labor,Trimwork,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Windows Installation,Labor only,8,900,540,Labor,Doors & Windows,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Sliding Door Installation,"3 panel
Labor only",1,2800,1680,Labor,Doors & Windows,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Metal Framing & Drywall (walls/ceilings),"Framing & GWB walls
Includes studs, tracks, hanging, and finishing (Level 4).
Fire-rated assemblies & moisture-resistant board in bathrooms included.",,21950,13170,Labor,Framing,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Painting,"Painting (ceilings, walls, trim, doors, baseboards)",,13500,8100,Labor,Painting,False
Job 2007,SRQ Equine Veterinary Services Vet Center,"Trim, Doors, Baseboards Installation",,,6250,3750,Labor,Trimwork,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Windows Installation,Labor only,,3600,2160,Labor,Doors & Windows,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Sliding Door Installation,"3 panel
Labor only",,1400,840,Labor,Doors & Windows,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Metal Framing & Drywall (walls/ceilings),"Framing & GWB walls
Includes studs, tracks, hanging, and finishing (Level 4).
Fire-rated assemblies & moisture-resistant board in bathrooms included.",,13170,7902,Labor,Framing,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Painting,"Painting (ceilings, walls, trim, doors, baseboards)",,8100,4860,Labor,Painting,False
Job 2007,SRQ Equine Veterinary Services Vet Center,"Trim, Doors, Baseboards Installation",,,3750,2250,Labor,Trimwork,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Windows Installation,Labor only,,2160,1296,Labor,Doors & Windows,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Sliding Door Installation,"3 panel
Labor only",,840,504,Labor,Doors & Windows,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Metal Framing & Drywall (walls/ceilings),"Framing & GWB walls
Includes studs, tracks, hanging, and finishing (Level 4).
Fire-rated assemblies & moisture-resistant board in bathrooms included.",,8780,5268,Labor,Framing,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Painting,"Painting (ceilings, walls, trim, doors, baseboards)",,5400,3240,Labor,Painting,False
Job 2007,SRQ Equine Veterinary Services Vet Center,"Trim, Doors, Baseboards Installation",,,2500,1500,Labor,Trimwork,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Windows Installation,Labor only,,1440,864,Labor,Doors & Windows,False
Job 2007,SRQ Equine Veterinary Services Vet Center,Sliding Door Installation,"3 panel
Labor only",,560,336,Labor,Doors & Windows,False
Job 2008,Staircases Siesta Key Bulding,Inspection and evaluation labor,,,,,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Door Opening / Installation,"Opening and installation of two new exterior doors at the first-floor level where existing windows are currently located, reusing existing headers as indicated in plan A-1.0. New impact-rated exterior",2,2890,1734,Labor,Doors & Windows,False
Job 2008,Staircases Siesta Key Bulding,Staircases,"Construction of two exterior pressure-treated wood staircases as per the architectural drawings TL250922 dated 09/30/25. Each staircase will include 2x12 PT stringers, 2x8 PT treads, 4x4 PT posts, Sim",2,7678.000000000001,4606.8,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Varnish application on stairs,,2,1050,630,Labor,Staircase,False
Job 2008,Staircases Siesta Key Bulding,Permits and Fees,,1,1500,900,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Air conditioning removal and relocation are not included,,,,,Equipment,Uncategorized,True
Job 2008,Staircases Siesta Key Bulding,Final inspection,,,,,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Door Opening / Installation,"Opening and installation of two new exterior doors at the first-floor level where existing windows are currently located, reusing existing headers as indicated in plan A-1.0. New impact-rated exterior",2,2890,1734,Labor,Doors & Windows,False
Job 2008,Staircases Siesta Key Bulding,Staircases,"Construction of two exterior pressure-treated wood staircases as per the architectural drawings TL250922 dated 09/30/25. Each staircase will include 2x12 PT stringers, 2x8 PT treads, 4x4 PT posts, Sim",2,7678.000000000001,4606.8,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Varnish application on stairs,,2,1050,630,Labor,Staircase,False
Job 2008,Staircases Siesta Key Bulding,Permits and Fees,,1,1500,900,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Air conditioning removal and relocation are not included,,,0,0,Equipment,Uncategorized,True
Job 2008,Staircases Siesta Key Bulding,Door Opening / Installation,"Opening and installation of two new exterior doors at the first-floor level where existing windows are currently located, reusing existing headers as indicated in plan A-1.0. New impact-rated exterior",,2890,1734,Labor,Doors & Windows,False
Job 2008,Staircases Siesta Key Bulding,Staircases,"Construction of two exterior pressure-treated wood staircases as per the architectural drawings TL250922 dated 09/30/25. Each staircase will include 2x12 PT stringers, 2x8 PT treads, 4x4 PT posts, Sim",,7678,4606.8,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Varnish application on stairs,,,1050,630,Labor,Staircase,False
Job 2008,Staircases Siesta Key Bulding,Permits and Fees,,,750,450,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Air conditioning removal and relocation are not included,,,0,0,Equipment,Uncategorized,True
Job 2008,Staircases Siesta Key Bulding,Door Opening / Installation,"Opening and installation of two new exterior doors at the first-floor level where existing windows are currently located, reusing existing headers as indicated in plan A-1.0. New impact-rated exterior",,2023,1213.8,Labor,Doors & Windows,False
